"연번","미디어타입","제목","장소명","장소타입","장소설명","영업시간","브레이크타임","휴무일","주소","위도","경도","전화번호","최종작성일"
"9924","drama","아는 와이프","대우메종리브르오피스텔","stay","11회에서 종후는 주혁이 서우진(한지민)에게 거절당한 이유를 알고 로비에서 주혁을 때렸다.","매일 00시 - 24시","정보없음","연중무휴","경기도 고양시 일산동구 호수로 672","37.66144","126.7651",,"2022-11-25"
"9925","drama","아는 와이프","프린시플 커피컴퍼니","restaurant","3회에서 서우진(한지민)은 은행 글로벌 본사 직원으로 이 카페에서 일본인 고객을 만난다.","월-수 10시 - 22시, 목 10시 - 17시, 금-토 10시 - 22시, 일 10시 30분 - 22시","정보없음","연중무휴","경기도 남양주시 불암로109번길 4-46","37.65248","127.1127","0507-1308-0259","2022-11-25"
"9926","drama","아는 와이프","라메리트","playground","12회에서 차주혁(지성)이 길 건너 서우진(한지민)을 발견하고 이 가게 밖 거리에 선다. 극중 '아메리트 카페' 로 등장한다","일-금 10시 - 19시, 토 10시 - 20시","평일만 13시 - 14시","연중무휴","경기도 파주시 문발로 139","37.706906","126.68603","0507-1381-1117","2022-11-25"
"9927","drama","아는 와이프","로케이션 이음 (구 로얄퀘스트)","playground","차주혁(지성)의 현 아내인 이혜원(강한나)의 아버지의 사무실로 등장한다. 12화에서 이곳에서 대화를 나누는 등장인물을 볼 수 있다.","매일 00시 - 24시 (예약 필수)","정보없음","연중무휴","경기도 파주시 탄현면 새오리로286번길 48-70","37.713531","126.74641","031-944-3249","2022-11-25"
"9928","drama","아는 와이프","파머스테이블","restaurant","15회에서 극 중 차주혁(지성)과 서우진(한지민)이 비밀 데이트를 위해 이곳을 찾는다.","화-목, 주말 11시 30분 - 21시, 금 13시 30분 - 21시","화-목 15시 - 17시, 주말 15시 30분 - 16시 30분","월요일","경기도 파주시 탄현면 헤이리마을길 59-77","37.7902235","126.695397","031-948-6225","2022-11-25"
"9929","drama","아는 와이프","북카페눈","cafe","차주혁(지성)은 이 카페에서 이혜원(강한나)을 만난다. 14회에서 주혁이 점심을 먹고 은행으로 돌아오는 길에 우연히 마주쳤다. 그녀는 대학 때 그를 좋아했다고 그에게 고백하지만, 이번에는 그에 따라 행동하지 않기로 하고 대신 자리를 뜬다.","평일 09시 - 17시, 주말 11시 - 18시","정보없음","3번째 수요일","경기도 파주시 회동길 125-11","37.707591","126.68719","031-955-7620","2022-11-25"
"9930","drama","아는 와이프","상사마을 8-15","stay"," 한지민(한지민)의 집은 모든 시간/우주를 통해 어머니(이정은)와 함께 산다. 차주혁(지성)은 드라마 전반에 걸쳐 여러 번 등장하고 윤종후(장승조)는 첫 번째 대안 우주에서 우진을 구애할 때 등장한다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 강서구 개화12길 8-15","37.58699","126.80203","02-2600-6114","2022-11-25"
"9931","drama","아는 와이프","대동슈퍼","store","드라마에서 두 주인공 서우진(한지민) 과 혁(지성)이 가끔 손을 잡고 집으로 가는 길에 이 마트를 여러 번 지나간다 .","정보없음","정보없음","정보없음","서울특별시 강서구 개화길 54","37.587","126.8017","02-2664-2433","2022-11-25"
"9932","drama","아는 와이프","김포국제공항","playground","13회에서 어린 서우진(한지민)은 아버지의 중국 출장을 막고 대신 건강 검진을 받으러 갑니다. 그곳에서 윤종후(장승조)가 자신의 불행한 여자친구에게 사과하려고 하는 것을 목격한다. 이후 그녀는 그들을 다시 모으기 위해 미니소동을 일으킨다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 강서구 하늘길 112","37.558655","126.79228","1661-2626","2022-11-25"
"9933","drama","아는 와이프","바나나토크","restaurant","12회에서 차주혁(지성)과 서우진(한지민)이 자신들의 상황을 이야기하기 위해 찾아왔고, 주혁은 무릎을 꿇는다. 그리고 과거 우진을 대했던 것에 대해 눈물을 흘리며 사과한다. 우진은 한 번만 더 기회를 주기로 하고 이번에는 진심임을 보여주라고 말한다.","매일 11시 30분 - 22시","16시 - 17시","연중무휴","서울특별시 광진구 능동로 237","37.55132","127.0761","0507-1410-3370","2022-11-25"
"9934","drama","아는 와이프","서울시립대학교","playground","차주혁(지성)과 이혜원(강한나)이 다녔던 대학으로 나온다. 마지막 16화에서 주혁은 서우진(한지민)의 산책을 다시 데려오고 그들의 미래에 대해 이야기한다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 동대문구 서울시립대로 163","37.583383","127.059971","02-6490-6114","2022-11-25"
"9935","drama","아는 와이프","동아디지털미디어센터","playground","14회 차주혁(지성)이 이 건물에 있는 남자 화장실에 몸을 숨기고 서우진(한지민)이 그를 찾아라.","매일 11시 - 22시","정보없음","연중무휴","서울특별시 마포구 매봉산로 75","37.57832","126.89285","02-2146-0913","2022-11-25"
"9936","drama","아는 와이프","상암IT타워","playground","2회에서 차주혁(지성)과 윤종후(장승조)가 테이크 아웃 아침식사를 위해 이 건물 밖에 있는 보도에서 만난다. 그들이 게임 콘솔에 대해 이야기할 때, 주혁은 종후가 항상 거기에 있었다고 말하는 자신의 새로운 흉터를 발견합니다. 4화에서는 출근길에 서우진(한지민)을 만나고 종후는 조각품 근처 벤치에서 서우진(한지민)을 아침식사로 초대한다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 마포구 월드컵북로 434","37.58157","126.886",,"2022-11-25"
"9937","drama","아는 와이프","반포대교","playground","서우진(한지민)은 2회에서 여기로 달려갑니다. 동시에 차주혁(지성)은 자신이 첫사랑인 이혜원(강하나)과 결혼했다는 사실을 알게 된다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 서초구 반포동 반포대교","37.512187","126.9976","02-2155-6114","2022-11-25"
"9938","drama","아는 와이프","서울동부지방법원","playground","KCU 가현점으로 등장하며 차주혁(지성), 서우진(한지민), 윤종후(장승조)가 이 장소에 자주 등장한다.","평일 09시 - 18시","정보없음","주말","서울특별시 송파구 법원로 101","37.4834805","127.119727","02-2204-2114","2022-11-25"
"9939","drama","아는 와이프","롯데월드","playground","15회에서는 우진이 항상 롤러코스터를 타고 프로포즈를 받고 싶어했던 차주혁(지성)과 서우진(한지민)이 이곳에 온다. 우진의 기쁨과 주혁의 불편함에 롤러코스터 프로포즈는 (두 번) 일어나고, 이후 지상에서 그녀는 공식적으로 그에게 두 번째 승낙을 한다.","매일 10시 - 21시","정보없음","연중무휴","서울특별시 송파구 올림픽로 240","37.5112601","127.097998","1661-2000","2022-11-25"
"9940","drama","아는 와이프","경복고교 정류장","station","서우진(한지민)과 차주혁(지성)이 처음 만난 대전의 버스정류장으로, 시리즈 내내 다양한 회상장면에서 볼 수 있다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 종로구 자하문로28길 8","37.58506","126.9713","02-2148-1114","2022-11-25"
"9941","drama","아는 와이프","시우식당","restaurant","차주혁(지성)의 친구 오상식(오의식)이 운영하는 식당이다. 1화에서 주혁은 아내와 싸운 후 밥을 먹으러 찾아와 친구들에게 이혼하고 싶다고 말한다. 2화에서는 또 한 번의 싸움 끝에 주혁이 이곳에 다시 왔지만 문이 닫혀있다.","평일 11시 - 21시 ","정보없음","주말","서울특별시 종로구 필운대로 18","37.577713","126.96952","02-733-4172","2022-11-25"
"9942","drama","아는 와이프","또또분식","restaurant","서우진(한지민)이 학창시절 즐겨 먹던 떡볶이집. 5회에서는 차주혁(지성)이 일찍 퇴근한 뒤 식사를 위해 이곳으로 데려왔다. '대체' 세계에서도 그는 그곳을 생생하게 기억한다. 나중에 그들은 떠날 때 비가 왔지만 식당에서 화분을 들고 버스 정류장을 향해 함께 거리를 달리면서 비를 피합니다. 그들은 15화에서 강선우(조정석)의 식당을 나와 두 번째 '대체' 세계로 돌아옵니다. ","정보없음","정보없음","정보없음","인천광역시 동구 샛골로193번길 4","37.47977","126.6452",,"2022-11-25"
"9943","drama","아는 와이프","인천대입구역","playground","12회에서 차주혁(지성)이 과자와 소주 한 병을 들고 의문의 남자를 찾아 지하철역으로 온다. 주혁은 자신이 주변 사람들을 불행하게 만든다는 사실을 깨닫고 자신이 (다른 우주에서) 겪고 있는 것은 욕심이 너무 많은 것에 대한 ""하늘의 징벌""이었다는 것을 어떻게 깨닫는지 이야기한다.","매일 00시 - 24시","정보없음","연중무휴","인천광역시 연수구 타워대로 155","37.37834","126.6452","032-749-7114","2022-11-25"
"9944","drama","아는 와이프","영흥팬션타운","stay","7회에서는 차주은(박희본)과 오상식(오의식)이 이 팬션으로 차주혁(지성), 이혜원(강한나), 서우진(한지민), 윤종후(장승주)를  초대하는 모습이 그려졌다.","매일 00시 - 24시","정보없음","연중무휴","인천광역시 옹진군 영흥면 영흥북로 145-22","37.26406","126.4946","0507-1487-0073","2022-11-25"
"9945","drama","아랑사또전","한국민속촌","playground","2회에서 짜증과 좌절에 빠진 아랑(신민아)이 이 '나무다리'를 건넜다.","매일 10시 - 18시","정보없음","연중무휴","경기도 용인시 기흥구 민속촌로 90","37.260092","127.12036","031-288-0000","2022-11-25"
"9946","drama","아랑사또전","부용대","playground","그는 5화에서 아랑(신민아)이 자신의 '입냄새' 때문에 어머니가 분명히 떠났다고 말하자 화가 나서 이곳에 온다. 7화에서 은오는 이 절벽의 나무에 올려놓은 부적을 찾아 다시 찾아온다. 부적을 얻기 위해 나무 위로 올라가다가 절벽에서 떨어져 그를 찾으러 온 아랑의 손에 구해진다.","매일 00시 - 24시","정보없음","연중무휴","경상북도 안동시 풍천면 광덕솔밭길 72","36.542914","128.51663","054-856-3013","2022-11-25"
"9947","drama","아름다운 그대에게","동탄국제고등학교","playground","4회에서 구재희(설리)는 오빠가 찾아왔을 때 이곳이 자신이 다니는 고등학교라고 속였다.","매일 00시 - 24시","정보없음","연중무휴","경기도 화성시 동탄나루로 27","37.1891856","127.078496","031-8015-9000","2022-11-25"
"9948","drama","아름다운 그대에게","빅토리아펜션","stay","이 펜션은 ""파라다이스 펜션""으로 등장한다. 3,4회에서 하승리(서준영)의 어머니가 운영하며 주말에 모두를 초대한다.","매일 입실 15시, 퇴실 11시","정보없음","연중무휴","충청남도 태안군 고남면 큰장돌길 283-42","36.4241","126.3607",,"2022-11-25"
"9949","drama","아름다운 날들","일산호수공원","playground","이선재(류시원)와 김세나(이정현) 14회에서 가수 데뷔 전 연습을 하러 왔다.","매일 08시 - 20시","정보없음","연중무휴","경기도 고양시 일산동구 호수로 731","37.658769","126.76252","031-909-9000","2022-11-25"
"9950","drama","아름다운 날들","에버랜드","playground","23회에서 김연수(최지우)와 이민철(이병헌)이 이곳으로 신혼여행을 왔다.","매일 10시 - 22시 (시기별 상이)","정보없음","연중무휴","경기도 용인시 처인구 포곡읍 에버랜드로 199","37.2896511","127.217242","031-320-5000","2022-11-25"
"9951","drama","아름다운 날들","원방빌딩","playground","이 카페는 중요한 만남의 장소다. 1층은 극 중 주인공들이 여러 번 만나고, 16화에서 이민철(이병헌)이 김연수(최지우)와 헤어진 곳이기도 하다. 2층은 '뮤즈레코드' 사옥이다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 강남구 선릉로157길 18 1~3층","37.526193","127.03838",,"2022-11-25"
"9952","drama","아름다운 날들","코엑스","playground","이민철(이병헌)이 6회에서 이민지(신민아)와 김연수(최지우)가 번 첫 '월급'(쇼핑몰에서 그림을 그려 번 돈, 연수 주최)을 축하하기 위해 찾아왔다.","매일 10시 - 18시","정보없음","연중무휴","서울특별시 강남구 영동대로 513","37.510177","127.05866","02-6000-0114","2022-11-25"
"9953","drama","아름다운 날들","코엑스 아쿠아리움","playground","15회에서 이선재(류시원)가 뮤즈 사장 양경희(이휘향)의 '약속 데이트'로 왔다","매일 10시 - 20시","정보없음","연중무휴","서울특별시 강남구 영동대로 513","37.510177","127.05866","02-700-7200","2022-11-25"
